MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
392,392,06,MED,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",0.7395
393,393,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,1.6563
394,394,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,0.9653
395,395,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6669
405,405,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",5.4333
406,406,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",2.7667
407,407,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",1.9139
408,408,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,4.1182
409,409,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,2.4337
410,410,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,1.5123
411,411,07,SURG,CHOLECYSTECTOMY W C.D.E. W MCC,3.5968
412,412,07,SURG,CHOLECYSTECTOMY W C.D.E. W CC,2.3659
413,413,07,SURG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,1.722
414,414,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,3.6208
415,415,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2.0173
416,416,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,1.3268
417,417,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,2.4784
418,418,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1.6536
419,419,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,1.2239
420,420,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,3.6786
421,421,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,1.7714
422,422,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,1.2175
423,423,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,4.2183
424,424,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,2.3149
425,425,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,1.6396
432,432,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,1.715
433,433,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,0.9249
434,434,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,0.6156
435,435,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,1.7356
436,436,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,1.1548
437,437,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,0.9282
438,438,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,1.721
439,439,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,0.9162
440,440,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,0.6452
441,441,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",1.8534
442,442,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",0.928
443,443,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",0.6418
444,444,07,MED,DISORDERS OF THE BILIARY TRACT W MCC,1.606
445,445,07,MED,DISORDERS OF THE BILIARY TRACT W CC,1.0476
446,446,07,MED,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,0.7499
453,453,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,11.7453
454,454,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,8.02
455,455,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,6.2882
456,456,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,9.5871
457,457,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,6.8188
458,458,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,5.1378
459,459,08,SURG,SPINAL FUSION EXCEPT CERVICAL W MCC,6.8163
460,460,08,SURG,SPINAL FUSION EXCEPT CERVICAL W/O MCC,4.0221
461,461,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,5.0254
462,462,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,3.519
463,463,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",5.1152
464,464,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",3.0243
465,465,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",1.9199
466,466,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W MCC,5.2748
467,467,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W CC,3.414
468,468,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,2.7624
469,469,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,3.4377
470,470,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,2.1463
471,471,08,SURG,CERVICAL SPINAL FUSION W MCC,4.9444
472,472,08,SURG,CERVICAL SPINAL FUSION W CC,2.9288
473,473,08,SURG,CERVICAL SPINAL FUSION W/O CC/MCC,2.2458
474,474,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,3.6884
475,475,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,2.0488
476,476,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,1.0717
477,477,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,3.2827
478,478,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,2.2115
479,479,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,1.734
480,480,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,3.0694
481,481,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,1.9721
482,482,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1.6305
483,483,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,2.6488
484,484,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,2.2298
485,485,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W MCC,3.2719
486,486,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W CC,2.0199
487,487,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,1.5215
488,488,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,1.7379
489,489,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,1.2799
490,490,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,1.8845
491,491,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.0893
492,492,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC",3.1831
493,493,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",1.9971
494,494,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",1.5073
495,495,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,2.911
496,496,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,1.729
497,497,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,1.1731
498,498,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,2.1924
499,499,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,0.9577
500,500,08,SURG,SOFT TISSUE PROCEDURES W MCC,3.0116
501,501,08,SURG,SOFT TISSUE PROCEDURES W CC,1.5804
502,502,08,SURG,SOFT TISSUE PROCEDURES W/O CC/MCC,1.1277
503,503,08,SURG,FOOT PROCEDURES W MCC,2.2584
504,504,08,SURG,FOOT PROCEDURES W CC,1.6133
505,505,08,SURG,FOOT PROCEDURES W/O CC/MCC,1.2072
506,506,08,SURG,MAJOR THUMB OR JOINT PROCEDURES,1.2041
507,507,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,1.9667
508,508,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,1.319
509,509,08,SURG,ARTHROSCOPY,1.3245
510,510,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",2.2717
511,511,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",1.5894
512,512,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",1.2266
513,513,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",1.4122
514,514,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",0.8781
515,515,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,3.334
516,516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,2.016
517,517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.6777
533,533,08,MED,FRACTURES OF FEMUR W MCC,1.3759
534,534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7364
535,535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.3085
536,536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7091
537,537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.8604
538,538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.687
539,539,08,MED,OSTEOMYELITIS W MCC,1.8631
540,540,08,MED,OSTEOMYELITIS W CC,1.3063
541,541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.9743
542,542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,1.9451
543,543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1267
544,544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.7736
545,545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.4445
546,546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.1711
547,547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.8061
548,548,08,MED,SEPTIC ARTHRITIS W MCC,1.7811
549,549,08,MED,SEPTIC ARTHRITIS W CC,1.1101
550,550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.8149
551,551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.6317
552,552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.8467
553,553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.237
554,554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.7181
555,555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.1974
556,556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.7066
557,557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.4756
558,558,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",0.8337
559,559,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",1.8639
560,560,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",1.026
561,561,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",0.6408
562,562,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",1.3528
563,563,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",0.7535
564,564,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,1.4855
565,565,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,0.9281
566,566,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,0.6642
570,570,09,SURG,SKIN DEBRIDEMENT W MCC,2.4154
571,571,09,SURG,SKIN DEBRIDEMENT W CC,1.4906
572,572,09,SURG,SKIN DEBRIDEMENT W/O CC/MCC,1.0077
573,573,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,3.4623
574,574,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,2.6883
575,575,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.4376
576,576,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,4.2927
577,577,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,2.0212
578,578,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.2617
579,579,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",2.6106
580,580,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",1.5398
581,581,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",1.0605
582,582,09,SURG,MASTECTOMY FOR MALIGNANCY W CC/MCC,1.1913
583,583,09,SURG,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,0.9711
584,584,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",1.6998
585,585,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",1.3162
592,592,09,MED,SKIN ULCERS W MCC,1.4131
593,593,09,MED,SKIN ULCERS W CC,1.0094
594,594,09,MED,SKIN ULCERS W/O CC/MCC,0.6814
595,595,09,MED,MAJOR SKIN DISORDERS W MCC,1.9464
596,596,09,MED,MAJOR SKIN DISORDERS W/O MCC,0.9284
597,597,09,MED,MALIGNANT BREAST DISORDERS W MCC,1.7064
598,598,09,MED,MALIGNANT BREAST DISORDERS W CC,1.0817
599,599,09,MED,MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6547
600,600,09,MED,NON-MALIGNANT BREAST DISORDERS W CC/MCC,0.9963
601,601,09,MED,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6445
602,602,09,MED,CELLULITIS W MCC,1.4607
603,603,09,MED,CELLULITIS W/O MCC,0.8402
604,604,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",1.3223
605,605,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",0.7372
606,606,09,MED,MINOR SKIN DISORDERS W MCC,1.3594
607,607,09,MED,MINOR SKIN DISORDERS W/O MCC,0.7043
614,614,10,SURG,ADRENAL & PITUITARY PROCEDURES W CC/MCC,2.5455
615,615,10,SURG,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,1.4579
616,616,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",4.0773
617,617,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",2.0071
618,618,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC",1.2489
619,619,10,SURG,O.R. PROCEDURES FOR OBESITY W MCC,3.62
620,620,10,SURG,O.R. PROCEDURES FOR OBESITY W CC,1.9399
621,621,10,SURG,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,1.5772
622,622,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",3.3505
623,623,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",1.8239
624,624,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",0.9635
625,625,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",2.4009
626,626,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",1.2459
627,627,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",0.8458
628,628,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",3.3515
629,629,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2.1292
630,630,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",1.3444
637,637,10,MED,DIABETES W MCC,1.3888
638,638,10,MED,DIABETES W CC,0.8252
639,639,10,MED,DIABETES W/O CC/MCC,0.5708
640,640,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1.1111
641,641,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",0.6992
642,642,10,MED,INBORN AND OTHER DISORDERS OF METABOLISM,1.0674
643,643,10,MED,ENDOCRINE DISORDERS W MCC,1.6693
644,644,10,MED,ENDOCRINE DISORDERS W CC,1.0194
645,645,10,MED,ENDOCRINE DISORDERS W/O CC/MCC,0.7041
652,652,11,SURG,KIDNEY TRANSPLANT,3.153
653,653,11,SURG,MAJOR BLADDER PROCEDURES W MCC,5.9558
654,654,11,SURG,MAJOR BLADDER PROCEDURES W CC,3.0944
655,655,11,SURG,MAJOR BLADDER PROCEDURES W/O CC/MCC,2.1671
656,656,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,3.5221
657,657,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,2.0261
658,658,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,1.5074
659,659,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,3.4051
660,660,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1.8827
661,661,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,1.3435
662,662,11,SURG,MINOR BLADDER PROCEDURES W MCC,2.9801
663,663,11,SURG,MINOR BLADDER PROCEDURES W CC,1.5666
664,664,11,SURG,MINOR BLADDER PROCEDURES W/O CC/MCC,1.2208
665,665,11,SURG,PROSTATECTOMY W MCC,3.1414
666,666,11,SURG,PROSTATECTOMY W CC,1.7042
667,667,11,SURG,PROSTATECTOMY W/O CC/MCC,0.8949
668,668,11,SURG,TRANSURETHRAL PROCEDURES W MCC,2.5573
669,669,11,SURG,TRANSURETHRAL PROCEDURES W CC,1.2693
670,670,11,SURG,TRANSURETHRAL PROCEDURES W/O CC/MCC,0.8354
671,671,11,SURG,URETHRAL PROCEDURES W CC/MCC,1.5887
672,672,11,SURG,URETHRAL PROCEDURES W/O CC/MCC,0.8835
673,673,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,3.115
674,674,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,2.2378
675,675,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,1.3807
682,682,11,MED,RENAL FAILURE W MCC,1.5401
683,683,11,MED,RENAL FAILURE W CC,0.9655
684,684,11,MED,RENAL FAILURE W/O CC/MCC,0.6213
685,685,11,MED,ADMIT FOR RENAL DIALYSIS,0.9282
686,686,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W MCC,1.7237
687,687,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W CC,1.0441
688,688,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,0.6867
689,689,11,MED,KIDNEY & URINARY TRACT INFECTIONS W MCC,1.13
690,690,11,MED,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,0.7693
691,691,11,MED,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,1.5454
692,692,11,MED,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,1.069
693,693,11,MED,URINARY STONES W/O ESW LITHOTRIPSY W MCC,1.4186
694,694,11,MED,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,0.6879
695,695,11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,1.2773
696,696,11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,0.6615
697,697,11,MED,URETHRAL STRICTURE,0.8225
698,698,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1.5681
699,699,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,0.989
700,700,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,0.7026
707,707,12,SURG,MAJOR MALE PELVIC PROCEDURES W CC/MCC,1.8265
708,708,12,SURG,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1.2928
709,709,12,SURG,PENIS PROCEDURES W CC/MCC,2.1038
710,710,12,SURG,PENIS PROCEDURES W/O CC/MCC,1.3429
711,711,12,SURG,TESTES PROCEDURES W CC/MCC,2.0316
712,712,12,SURG,TESTES PROCEDURES W/O CC/MCC,0.958
713,713,12,SURG,TRANSURETHRAL PROSTATECTOMY W CC/MCC,1.3814
714,714,12,SURG,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,0.7402
715,715,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,2.2268
716,716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,0.9629
717,717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.7495
718,718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,0.8786
722,722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.6031
723,723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.0532
724,724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.5501
725,725,12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.2644
726,726,12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7159
727,727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.4106
728,728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.7821
729,729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.1196
730,730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6266
734,734,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.5547
735,735,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.191
736,736,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.2211
737,737,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2.031
738,738,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.2602
739,739,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.1647
740,740,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.5819
741,741,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.147
742,742,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.4972
743,743,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,0.9903
744,744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.5084
745,745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",0.8514
746,746,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.3694
747,747,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.8814
748,748,13,SURG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,1.0096
749,749,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,2.6239
750,750,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.0854
754,754,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",1.9784
755,755,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",1.088
756,756,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6334
757,757,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",1.5292
758,758,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",1.0452
759,759,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6995
760,760,13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,0.8063
761,761,13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,0.4904
765,765,14,SURG,CESAREAN SECTION W CC/MCC,1.1125
766,766,14,SURG,CESAREAN SECTION W/O CC/MCC,0.7766
767,767,14,SURG,VAGINAL DELIVERY W STERILIZATION &/OR D&C,0.9235
