MS-DRG,DRG_CODE,MDC,TYPE,DESCRIPTION,WEIGHT
393,393,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,1.675
394,394,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,0.9898
395,395,06,MED,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6643
405,405,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC",5.7167
406,406,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W CC",2.6577
407,407,07,SURG,"PANCREAS, LIVER & SHUNT PROCEDURES W/O CC/MCC",1.8557
408,408,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W MCC,4.0197
409,409,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W CC,2.312
410,410,07,SURG,BILIARY TRACT PROC EXCEPT ONLY CHOLECYST W OR W/O C.D.E. W/O CC/MCC,1.5243
411,411,07,SURG,CHOLECYSTECTOMY W C.D.E. W MCC,3.5821
412,412,07,SURG,CHOLECYSTECTOMY W C.D.E. W CC,2.3985
413,413,07,SURG,CHOLECYSTECTOMY W C.D.E. W/O CC/MCC,1.7409
414,414,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,3.6689
415,415,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,2.0637
416,416,07,SURG,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,1.3588
417,417,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,2.5319
418,418,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,1.6909
419,419,07,SURG,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,1.1814
420,420,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W MCC,3.8108
421,421,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,1.9081
422,422,07,SURG,HEPATOBILIARY DIAGNOSTIC PROCEDURES W/O CC/MCC,1.2324
423,423,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,4.1992
424,424,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W CC,2.4411
425,425,07,SURG,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,1.7024
432,432,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,1.6737
433,433,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,0.9424
434,434,07,MED,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,0.6084
435,435,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,1.795
436,436,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,1.1965
437,437,07,MED,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,0.9309
438,438,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,1.7781
439,439,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,0.9864
440,440,07,MED,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,0.6772
441,441,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC",1.8873
442,442,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC",0.9596
443,443,07,MED,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC",0.6543
444,444,07,MED,DISORDERS OF THE BILIARY TRACT W MCC,1.6083
445,445,07,MED,DISORDERS OF THE BILIARY TRACT W CC,1.0678
446,446,07,MED,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,0.7222
453,453,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,10.9193
454,454,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,7.3268
455,455,08,SURG,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,5.6449
456,456,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,9.8152
457,457,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,6.3425
458,458,08,SURG,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,5.0565
459,459,08,SURG,SPINAL FUSION EXCEPT CERVICAL W MCC,6.492
460,460,08,SURG,SPINAL FUSION EXCEPT CERVICAL W/O MCC,3.858
461,461,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W MCC,5.3985
462,462,08,SURG,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,3.3359
463,463,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC",5.0438
464,464,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC",2.9658
465,465,08,SURG,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W/O CC/MCC",1.7406
466,466,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W MCC,4.9812
467,467,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W CC,3.2437
468,468,08,SURG,REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,2.57
469,469,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,3.4418
470,470,08,SURG,MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,2.0866
471,471,08,SURG,CERVICAL SPINAL FUSION W MCC,4.5444
472,472,08,SURG,CERVICAL SPINAL FUSION W CC,2.7906
473,473,08,SURG,CERVICAL SPINAL FUSION W/O CC/MCC,2.0812
474,474,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,3.6088
475,475,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,1.9728
476,476,08,SURG,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,1.0558
477,477,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,3.4596
478,478,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,2.2781
479,479,08,SURG,BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,1.6827
480,480,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,3.0557
481,481,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,1.9093
482,482,08,SURG,HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,1.5498
483,483,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,2.4012
484,484,08,SURG,MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W/O CC/MCC,1.9939
485,485,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W MCC,3.1425
486,486,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W CC,2.0641
487,487,08,SURG,KNEE PROCEDURES W PDX OF INFECTION W/O CC/MCC,1.4925
488,488,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,1.7184
489,489,08,SURG,KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,1.2284
490,490,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W CC/MCC OR DISC DEVICE/NEUROSTIM,1.7987
491,491,08,SURG,BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,1.0067
492,492,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC",3.0498
493,493,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC",1.8771
494,494,08,SURG,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC",1.3518
495,495,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,2.8991
496,496,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,1.6403
497,497,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC,1.0908
498,498,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,2.0297
499,499,08,SURG,LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,0.9412
500,500,08,SURG,SOFT TISSUE PROCEDURES W MCC,3.1696
501,501,08,SURG,SOFT TISSUE PROCEDURES W CC,1.5704
502,502,08,SURG,SOFT TISSUE PROCEDURES W/O CC/MCC,1.0373
503,503,08,SURG,FOOT PROCEDURES W MCC,2.3022
504,504,08,SURG,FOOT PROCEDURES W CC,1.5457
505,505,08,SURG,FOOT PROCEDURES W/O CC/MCC,1.1297
506,506,08,SURG,MAJOR THUMB OR JOINT PROCEDURES,1.1621
507,507,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,1.873
508,508,08,SURG,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,1.2074
509,509,08,SURG,ARTHROSCOPY,1.3986
510,510,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",2.2506
511,511,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",1.5009
512,512,08,SURG,"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",1.0781
513,513,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC",1.3276
514,514,08,SURG,"HAND OR WRIST PROC, EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC",0.8295
515,515,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,3.2336
516,516,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,1.9801
517,517,08,SURG,OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,1.5556
533,533,08,MED,FRACTURES OF FEMUR W MCC,1.6148
534,534,08,MED,FRACTURES OF FEMUR W/O MCC,0.7553
535,535,08,MED,FRACTURES OF HIP & PELVIS W MCC,1.3267
536,536,08,MED,FRACTURES OF HIP & PELVIS W/O MCC,0.7256
537,537,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0.8422
538,538,08,MED,"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W/O CC/MCC",0.627
539,539,08,MED,OSTEOMYELITIS W MCC,1.9903
540,540,08,MED,OSTEOMYELITIS W CC,1.3373
541,541,08,MED,OSTEOMYELITIS W/O CC/MCC,0.8806
542,542,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,2.0419
543,543,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,1.1719
544,544,08,MED,PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,0.766
545,545,08,MED,CONNECTIVE TISSUE DISORDERS W MCC,2.4737
546,546,08,MED,CONNECTIVE TISSUE DISORDERS W CC,1.1849
547,547,08,MED,CONNECTIVE TISSUE DISORDERS W/O CC/MCC,0.7435
548,548,08,MED,SEPTIC ARTHRITIS W MCC,1.8861
549,549,08,MED,SEPTIC ARTHRITIS W CC,1.24
550,550,08,MED,SEPTIC ARTHRITIS W/O CC/MCC,0.7363
551,551,08,MED,MEDICAL BACK PROBLEMS W MCC,1.6751
552,552,08,MED,MEDICAL BACK PROBLEMS W/O MCC,0.841
553,553,08,MED,BONE DISEASES & ARTHROPATHIES W MCC,1.1903
554,554,08,MED,BONE DISEASES & ARTHROPATHIES W/O MCC,0.6994
555,555,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,1.1824
556,556,08,MED,SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0.6688
557,557,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W MCC",1.5339
558,558,08,MED,"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",0.8979
559,559,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",1.8839
560,560,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",1.0234
561,561,08,MED,"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC",0.6104
562,562,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W MCC",1.4004
563,563,08,MED,"FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",0.7392
564,564,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,1.4803
565,565,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,0.9498
566,566,08,MED,OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,0.6371
570,570,09,SURG,SKIN DEBRIDEMENT W MCC,2.5158
571,571,09,SURG,SKIN DEBRIDEMENT W CC,1.5427
572,572,09,SURG,SKIN DEBRIDEMENT W/O CC/MCC,0.9872
573,573,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,3.4249
574,574,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,2.6984
575,575,09,SURG,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.2271
576,576,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,3.4936
577,577,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,1.8118
578,578,09,SURG,SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,1.0684
579,579,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W MCC",2.6935
580,580,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W CC",1.4801
581,581,09,SURG,"OTHER SKIN, SUBCUT TISS & BREAST PROC W/O CC/MCC",0.9497
582,582,09,SURG,MASTECTOMY FOR MALIGNANCY W CC/MCC,1.1504
583,583,09,SURG,MASTECTOMY FOR MALIGNANCY W/O CC/MCC,0.8762
584,584,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC",1.6488
585,585,09,SURG,"BREAST BIOPSY, LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC",1.1004
592,592,09,MED,SKIN ULCERS W MCC,1.4753
593,593,09,MED,SKIN ULCERS W CC,1.0279
594,594,09,MED,SKIN ULCERS W/O CC/MCC,0.6981
595,595,09,MED,MAJOR SKIN DISORDERS W MCC,1.9636
596,596,09,MED,MAJOR SKIN DISORDERS W/O MCC,0.8924
597,597,09,MED,MALIGNANT BREAST DISORDERS W MCC,1.659
598,598,09,MED,MALIGNANT BREAST DISORDERS W CC,1.163
599,599,09,MED,MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6798
600,600,09,MED,NON-MALIGNANT BREAST DISORDERS W CC/MCC,0.9788
601,601,09,MED,NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,0.6086
602,602,09,MED,CELLULITIS W MCC,1.4597
603,603,09,MED,CELLULITIS W/O MCC,0.8444
604,604,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",1.3025
605,605,09,MED,"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",0.7388
606,606,09,MED,MINOR SKIN DISORDERS W MCC,1.36
607,607,09,MED,MINOR SKIN DISORDERS W/O MCC,0.6952
614,614,10,SURG,ADRENAL & PITUITARY PROCEDURES W CC/MCC,2.458
615,615,10,SURG,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,1.4319
616,616,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",4.3933
617,617,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",2.0188
618,618,10,SURG,"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W/O CC/MCC",1.1616
619,619,10,SURG,O.R. PROCEDURES FOR OBESITY W MCC,3.4953
620,620,10,SURG,O.R. PROCEDURES FOR OBESITY W CC,1.8384
621,621,10,SURG,O.R. PROCEDURES FOR OBESITY W/O CC/MCC,1.4835
622,622,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",3.8339
623,623,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",1.8542
624,624,10,SURG,"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W/O CC/MCC",0.9965
625,625,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",2.2587
626,626,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",1.1682
627,627,10,SURG,"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",0.8008
628,628,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W MCC",3.2526
629,629,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W CC",2.2077
630,630,10,SURG,"OTHER ENDOCRINE, NUTRIT & METAB O.R. PROC W/O CC/MCC",1.3128
637,637,10,MED,DIABETES W MCC,1.4398
638,638,10,MED,DIABETES W CC,0.8167
639,639,10,MED,DIABETES W/O CC/MCC,0.5503
640,640,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",1.1125
641,641,10,MED,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",0.6988
642,642,10,MED,INBORN AND OTHER DISORDERS OF METABOLISM,1.1212
643,643,10,MED,ENDOCRINE DISORDERS W MCC,1.7057
644,644,10,MED,ENDOCRINE DISORDERS W CC,1.0583
645,645,10,MED,ENDOCRINE DISORDERS W/O CC/MCC,0.7252
652,652,11,SURG,KIDNEY TRANSPLANT,3.0507
653,653,11,SURG,MAJOR BLADDER PROCEDURES W MCC,5.9249
654,654,11,SURG,MAJOR BLADDER PROCEDURES W CC,3.0568
655,655,11,SURG,MAJOR BLADDER PROCEDURES W/O CC/MCC,1.9934
656,656,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,3.6359
657,657,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,2.0127
658,658,11,SURG,KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,1.4698
659,659,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,3.4634
660,660,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,1.8851
661,661,11,SURG,KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,1.302
662,662,11,SURG,MINOR BLADDER PROCEDURES W MCC,2.9733
663,663,11,SURG,MINOR BLADDER PROCEDURES W CC,1.4791
664,664,11,SURG,MINOR BLADDER PROCEDURES W/O CC/MCC,1.1269
665,665,11,SURG,PROSTATECTOMY W MCC,3.3775
666,666,11,SURG,PROSTATECTOMY W CC,1.5904
667,667,11,SURG,PROSTATECTOMY W/O CC/MCC,0.8128
668,668,11,SURG,TRANSURETHRAL PROCEDURES W MCC,2.5512
669,669,11,SURG,TRANSURETHRAL PROCEDURES W CC,1.2702
670,670,11,SURG,TRANSURETHRAL PROCEDURES W/O CC/MCC,0.7806
671,671,11,SURG,URETHRAL PROCEDURES W CC/MCC,1.48
672,672,11,SURG,URETHRAL PROCEDURES W/O CC/MCC,0.8443
673,673,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,2.9875
674,674,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,2.1338
675,675,11,SURG,OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,1.3425
682,682,11,MED,RENAL FAILURE W MCC,1.641
683,683,11,MED,RENAL FAILURE W CC,1.0183
684,684,11,MED,RENAL FAILURE W/O CC/MCC,0.6409
685,685,11,MED,ADMIT FOR RENAL DIALYSIS,0.8905
686,686,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W MCC,1.7795
687,687,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W CC,1.0458
688,688,11,MED,KIDNEY & URINARY TRACT NEOPLASMS W/O CC/MCC,0.6482
689,689,11,MED,KIDNEY & URINARY TRACT INFECTIONS W MCC,1.1997
690,690,11,MED,KIDNEY & URINARY TRACT INFECTIONS W/O MCC,0.787
691,691,11,MED,URINARY STONES W ESW LITHOTRIPSY W CC/MCC,1.5289
692,692,11,MED,URINARY STONES W ESW LITHOTRIPSY W/O CC/MCC,1.0903
693,693,11,MED,URINARY STONES W/O ESW LITHOTRIPSY W MCC,1.3505
694,694,11,MED,URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,0.709
695,695,11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,1.2608
696,696,11,MED,KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,0.6449
697,697,11,MED,URETHRAL STRICTURE,0.8099
698,698,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,1.6066
699,699,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,0.9998
700,700,11,MED,OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,0.6783
707,707,12,SURG,MAJOR MALE PELVIC PROCEDURES W CC/MCC,1.8249
708,708,12,SURG,MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,1.2757
709,709,12,SURG,PENIS PROCEDURES W CC/MCC,1.9299
710,710,12,SURG,PENIS PROCEDURES W/O CC/MCC,1.264
711,711,12,SURG,TESTES PROCEDURES W CC/MCC,1.8978
712,712,12,SURG,TESTES PROCEDURES W/O CC/MCC,0.7901
713,713,12,SURG,TRANSURETHRAL PROSTATECTOMY W CC/MCC,1.2056
714,714,12,SURG,TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,0.671
715,715,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,1.7556
716,716,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,0.8704
717,717,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,1.6348
718,718,12,SURG,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,0.8146
722,722,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC",1.5734
723,723,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W CC",1.0178
724,724,12,MED,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6724
725,725,12,MED,BENIGN PROSTATIC HYPERTROPHY W MCC,1.2457
726,726,12,MED,BENIGN PROSTATIC HYPERTROPHY W/O MCC,0.7279
727,727,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,1.4244
728,728,12,MED,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,0.7848
729,729,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,1.0903
730,730,12,MED,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,0.6256
734,734,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC",2.4618
735,735,13,SURG,"PELVIC EVISCERATION, RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC",1.2208
736,736,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,4.5276
737,737,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,2.0221
738,738,13,SURG,UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,1.217
739,739,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC",3.3672
740,740,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC",1.5431
741,741,13,SURG,"UTERINE,ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC",1.1201
742,742,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,1.4262
743,743,13,SURG,UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,0.9306
744,744,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC",1.4785
745,745,13,SURG,"D&C, CONIZATION, LAPAROSCOPY & TUBAL INTERRUPTION W/O CC/MCC",0.7956
746,746,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W CC/MCC",1.2993
747,747,13,SURG,"VAGINA, CERVIX & VULVA PROCEDURES W/O CC/MCC",0.9038
748,748,13,SURG,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,0.9447
749,749,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,2.5283
750,750,13,SURG,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,1.0799
754,754,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC",2.0512
755,755,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W CC",1.156
756,756,13,MED,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.6202
757,757,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W MCC",1.5585
758,758,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W CC",1.0657
759,759,13,MED,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC",0.7324
760,760,13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,0.7892
761,761,13,MED,MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,0.515
765,765,14,SURG,CESAREAN SECTION W CC/MCC,1.2255
766,766,14,SURG,CESAREAN SECTION W/O CC/MCC,0.8497
767,767,14,SURG,VAGINAL DELIVERY W STERILIZATION &/OR D&C,0.8547
768,768,14,SURG,VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,1.818
