APR-DRG,SEVERITY,DRG_CODE,MDC,DESCRIPTION,WEIGHT
228,3,2283,06,"Inguinal, Femoral & Umbilical Hernia Procedures",1.7139
228,4,2284,06,"Inguinal, Femoral & Umbilical Hernia Procedures",4.3273
229,1,2291,06,Other Digestive System & Abdominal Procedures,1.0529
229,2,2292,06,Other Digestive System & Abdominal Procedures,1.5211
229,3,2293,06,Other Digestive System & Abdominal Procedures,2.7992
229,4,2294,06,Other Digestive System & Abdominal Procedures,5.9198
240,1,2401,06,Digestive Malignancy,0.7207
240,2,2402,06,Digestive Malignancy,0.9217
240,3,2403,06,Digestive Malignancy,1.5415
240,4,2404,06,Digestive Malignancy,3.1782
241,1,2411,06,Peptic Ulcer & Gastritis,0.4917
241,2,2412,06,Peptic Ulcer & Gastritis,0.7212
241,3,2413,06,Peptic Ulcer & Gastritis,1.253
241,4,2414,06,Peptic Ulcer & Gastritis,3.2239
242,1,2421,06,Major Esophageal Disorders,0.507
242,2,2422,06,Major Esophageal Disorders,0.7406
242,3,2423,06,Major Esophageal Disorders,1.2807
242,4,2424,06,Major Esophageal Disorders,2.9594
243,1,2431,06,Other Esophageal Disorders,0.4028
243,2,2432,06,Other Esophageal Disorders,0.5773
243,3,2433,06,Other Esophageal Disorders,1.0725
243,4,2434,06,Other Esophageal Disorders,2.9327
244,1,2441,06,Diverticulitis & Diverticulosis,0.497
244,2,2442,06,Diverticulitis & Diverticulosis,0.6847
244,3,2443,06,Diverticulitis & Diverticulosis,1.1782
244,4,2444,06,Diverticulitis & Diverticulosis,2.894
245,1,2451,06,Inflammatory Bowel Disease,0.6276
245,2,2452,06,Inflammatory Bowel Disease,0.7526
245,3,2453,06,Inflammatory Bowel Disease,1.1904
245,4,2454,06,Inflammatory Bowel Disease,2.3249
246,1,2461,06,Gastrointestinal Vascular Insufficiency,0.5952
246,2,2462,06,Gastrointestinal Vascular Insufficiency,0.7698
246,3,2463,06,Gastrointestinal Vascular Insufficiency,1.2855
246,4,2464,06,Gastrointestinal Vascular Insufficiency,2.0154
247,1,2471,06,Intestinal Obstruction,0.4766
247,2,2472,06,Intestinal Obstruction,0.6513
247,3,2473,06,Intestinal Obstruction,1.1346
247,4,2474,06,Intestinal Obstruction,2.6551
248,1,2481,06,Major Gastrointestinal & Peritoneal Infections,0.5786
248,2,2482,06,Major Gastrointestinal & Peritoneal Infections,0.8566
248,3,2483,06,Major Gastrointestinal & Peritoneal Infections,1.3521
248,4,2484,06,Major Gastrointestinal & Peritoneal Infections,2.9084
249,1,2491,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",0.3817
249,2,2492,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",0.4967
249,3,2493,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",0.8199
249,4,2494,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting",2.0801
251,1,2511,06,Abdominal Pain,0.3904
251,2,2512,06,Abdominal Pain,0.5385
251,3,2513,06,Abdominal Pain,0.8431
251,4,2514,06,Abdominal Pain,1.9274
252,1,2521,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",0.5453
252,2,2522,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",0.7202
252,3,2523,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",1.2193
252,4,2524,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",2.6395
253,1,2531,06,Other & Unspecified Gastrointestinal Hemorrhage,0.5533
253,2,2532,06,Other & Unspecified Gastrointestinal Hemorrhage,0.7866
253,3,2533,06,Other & Unspecified Gastrointestinal Hemorrhage,1.2835
253,4,2534,06,Other & Unspecified Gastrointestinal Hemorrhage,2.7534
254,1,2541,06,Other Digestive System Diagnoses,0.454
254,2,2542,06,Other Digestive System Diagnoses,0.6828
254,3,2543,06,Other Digestive System Diagnoses,1.138
254,4,2544,06,Other Digestive System Diagnoses,2.5277
260,1,2601,07,"Major Pancreas, Liver & Shunt Procedures",1.4447
260,2,2602,07,"Major Pancreas, Liver & Shunt Procedures",1.9373
260,3,2603,07,"Major Pancreas, Liver & Shunt Procedures",3.308
260,4,2604,07,"Major Pancreas, Liver & Shunt Procedures",7.7538
261,1,2611,07,Major Biliary Tract Procedures,1.4045
261,2,2612,07,Major Biliary Tract Procedures,1.9813
261,3,2613,07,Major Biliary Tract Procedures,3.0641
261,4,2614,07,Major Biliary Tract Procedures,5.6943
262,1,2621,07,Cholecystectomy Except Laparoscopic,1.2785
262,2,2622,07,Cholecystectomy Except Laparoscopic,1.6608
262,3,2623,07,Cholecystectomy Except Laparoscopic,2.4801
262,4,2624,07,Cholecystectomy Except Laparoscopic,4.9058
263,1,2631,07,Laparoscopic Cholecystectomy,0.8534
263,2,2632,07,Laparoscopic Cholecystectomy,1.155
263,3,2633,07,Laparoscopic Cholecystectomy,1.6854
263,4,2634,07,Laparoscopic Cholecystectomy,3.739
264,1,2641,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",1.2016
264,2,2642,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",1.6243
264,3,2643,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",2.6732
264,4,2644,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",7.2048
279,1,2791,07,Hepatic Coma & Other Major Acute Liver Disorders,0.5308
279,2,2792,07,Hepatic Coma & Other Major Acute Liver Disorders,0.7887
279,3,2793,07,Hepatic Coma & Other Major Acute Liver Disorders,1.3535
279,4,2794,07,Hepatic Coma & Other Major Acute Liver Disorders,3.8333
280,1,2801,07,Alcoholic Liver Disease,0.5266
280,2,2802,07,Alcoholic Liver Disease,0.6893
280,3,2803,07,Alcoholic Liver Disease,1.2202
280,4,2804,07,Alcoholic Liver Disease,3.4014
281,1,2811,07,Malignancy of Hepatobiliary System & Pancreas,0.7654
281,2,2812,07,Malignancy of Hepatobiliary System & Pancreas,0.8658
281,3,2813,07,Malignancy of Hepatobiliary System & Pancreas,1.3482
281,4,2814,07,Malignancy of Hepatobiliary System & Pancreas,2.5133
282,1,2821,07,Disorders of Pancreas Except Malignancy,0.5589
282,2,2822,07,Disorders of Pancreas Except Malignancy,0.7362
282,3,2823,07,Disorders of Pancreas Except Malignancy,1.4027
282,4,2824,07,Disorders of Pancreas Except Malignancy,3.9736
283,1,2831,07,Other Disorders Of The Liver,0.5348
283,2,2832,07,Other Disorders Of The Liver,0.7034
283,3,2833,07,Other Disorders Of The Liver,1.1513
283,4,2834,07,Other Disorders Of The Liver,2.8179
284,1,2841,07,Disorders of the Gallbladder & Biliary Tract,0.5317
284,2,2842,07,Disorders of the Gallbladder & Biliary Tract,0.7894
284,3,2843,07,Disorders of the Gallbladder & Biliary Tract,1.2698
284,4,2844,07,Disorders of the Gallbladder & Biliary Tract,2.9358
301,1,3011,08,Hip Joint Replacement,2.0037
301,2,3012,08,Hip Joint Replacement,2.0956
301,3,3013,08,Hip Joint Replacement,2.7564
301,4,3014,08,Hip Joint Replacement,5.4487
302,1,3021,08,Knee Joint Replacement,1.8668
302,2,3022,08,Knee Joint Replacement,2.0813
302,3,3023,08,Knee Joint Replacement,2.7026
302,4,3024,08,Knee Joint Replacement,5.9584
303,1,3031,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,4.1959
303,2,3032,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,4.9428
303,3,3033,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,6.6091
303,4,3034,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,10.7974
304,1,3041,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,3.1738
304,2,3042,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,3.8352
304,3,3043,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,5.3675
304,4,3044,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,9.4751
305,1,3051,08,Amputation of Lower Limb Except Toes,1.5605
305,2,3052,08,Amputation of Lower Limb Except Toes,2.0716
305,3,3053,08,Amputation of Lower Limb Except Toes,3.1516
305,4,3054,08,Amputation of Lower Limb Except Toes,7.1211
308,1,3081,08,Hip & Femur Procedures for Trauma Except Joint Replacement,1.3352
308,2,3082,08,Hip & Femur Procedures for Trauma Except Joint Replacement,1.6945
308,3,3083,08,Hip & Femur Procedures for Trauma Except Joint Replacement,2.4244
308,4,3084,08,Hip & Femur Procedures for Trauma Except Joint Replacement,4.6207
309,1,3091,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,1.1316
309,2,3092,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,1.739
309,3,3093,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,3.0176
309,4,3094,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,5.5555
310,1,3101,08,Intervertebral Disc Excision & Decompression,0.8274
310,2,3102,08,Intervertebral Disc Excision & Decompression,1.2062
310,3,3103,08,Intervertebral Disc Excision & Decompression,2.3574
310,4,3104,08,Intervertebral Disc Excision & Decompression,5.8228
312,1,3121,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",1.4158
312,2,3122,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",2.222
312,3,3123,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",4.7491
312,4,3124,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",11.6148
313,1,3131,08,Knee & Lower Leg Procedures Except Foot,1.0621
313,2,3132,08,Knee & Lower Leg Procedures Except Foot,1.6254
313,3,3133,08,Knee & Lower Leg Procedures Except Foot,2.8176
313,4,3134,08,Knee & Lower Leg Procedures Except Foot,7.0611
314,1,3141,08,Foot & Toe Procedures,1.0096
314,2,3142,08,Foot & Toe Procedures,1.3332
314,3,3143,08,Foot & Toe Procedures,1.9838
314,4,3144,08,Foot & Toe Procedures,4.3911
315,1,3151,08,"Shoulder, Upper Arm & Forearm Procedures",0.7909
315,2,3152,08,"Shoulder, Upper Arm & Forearm Procedures",1.401
315,3,3153,08,"Shoulder, Upper Arm & Forearm Procedures",2.5024
315,4,3154,08,"Shoulder, Upper Arm & Forearm Procedures",4.758
316,1,3161,08,Hand & Wrist Procedures,0.7062
316,2,3162,08,Hand & Wrist Procedures,1.1822
316,3,3163,08,Hand & Wrist Procedures,2.1693
316,4,3164,08,Hand & Wrist Procedures,2.1957
317,1,3171,08,"Tendon, Muscle & Other Soft Tissue Procedures",0.8191
317,2,3172,08,"Tendon, Muscle & Other Soft Tissue Procedures",1.3964
317,3,3173,08,"Tendon, Muscle & Other Soft Tissue Procedures",2.5326
317,4,3174,08,"Tendon, Muscle & Other Soft Tissue Procedures",6.8885
320,1,3201,08,Other Musculoskeletel System & Connective Tissue Procedures,0.8958
320,2,3202,08,Other Musculoskeletel System & Connective Tissue Procedures,1.5739
320,3,3203,08,Other Musculoskeletel System & Connective Tissue Procedures,2.6125
320,4,3204,08,Other Musculoskeletel System & Connective Tissue Procedures,6.0791
321,1,3211,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,1.6278
321,2,3212,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,2.238
321,3,3213,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,3.9943
321,4,3214,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,8.0318
340,1,3401,08,Fractures of Femur,0.5693
340,2,3402,08,Fractures of Femur,0.6809
340,3,3403,08,Fractures of Femur,1.0718
340,4,3404,08,Fractures of Femur,2.3103
341,1,3411,08,Fracture of Pelvis or Dislocation of Hip,0.5327
341,2,3412,08,Fracture of Pelvis or Dislocation of Hip,0.694
341,3,3413,08,Fracture of Pelvis or Dislocation of Hip,1.1431
341,4,3414,08,Fracture of Pelvis or Dislocation of Hip,2.6839
342,1,3421,08,"Fracture or Dislocation Except Femur, Pelvis & Back",0.4297
342,2,3422,08,"Fracture or Dislocation Except Femur, Pelvis & Back",0.6642
342,3,3423,08,"Fracture or Dislocation Except Femur, Pelvis & Back",1.1776
342,4,3424,08,"Fracture or Dislocation Except Femur, Pelvis & Back",3.0572
343,1,3431,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,0.7869
343,2,3432,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,0.9606
343,3,3433,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,1.8745
343,4,3434,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,3.1893
344,1,3441,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",0.8326
344,2,3442,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",1.1515
344,3,3443,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",1.7612
344,4,3444,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",3.5969
346,1,3461,08,Connective Tissue Disorders,0.622
346,2,3462,08,Connective Tissue Disorders,0.8746
346,3,3463,08,Connective Tissue Disorders,1.6069
346,4,3464,08,Connective Tissue Disorders,4.6612
347,1,3471,08,"Other Back & Neck Disorders, Fractures & Injuries",0.5076
347,2,3472,08,"Other Back & Neck Disorders, Fractures & Injuries",0.7118
347,3,3473,08,"Other Back & Neck Disorders, Fractures & Injuries",1.1336
347,4,3474,08,"Other Back & Neck Disorders, Fractures & Injuries",3.1888
349,1,3491,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",0.4955
349,2,3492,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",0.8854
349,3,3493,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",1.4975
349,4,3494,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",3.2013
351,1,3511,08,Other Musculoskeletal System & Connective Tissue Diagnoses,0.4387
351,2,3512,08,Other Musculoskeletal System & Connective Tissue Diagnoses,0.5985
351,3,3513,08,Other Musculoskeletal System & Connective Tissue Diagnoses,1.108
351,4,3514,08,Other Musculoskeletal System & Connective Tissue Diagnoses,2.9508
361,1,3611,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,1.2713
361,2,3612,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,1.9801
361,3,3613,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,3.6633
361,4,3614,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,9.0014
362,1,3621,09,Mastectomy Procedures,1.14
362,2,3622,09,Mastectomy Procedures,1.6731
362,3,3623,09,Mastectomy Procedures,2.3808
362,4,3624,09,Mastectomy Procedures,2.4193
363,1,3631,09,Breast Procedures Except Mastectomy,0.8662
363,2,3632,09,Breast Procedures Except Mastectomy,1.4371
363,3,3633,09,Breast Procedures Except Mastectomy,2.0706
363,4,3634,09,Breast Procedures Except Mastectomy,2.1797
364,1,3641,09,"Other Skin, Subcutaneous Tissue & Related Procedures",0.7568
364,2,3642,09,"Other Skin, Subcutaneous Tissue & Related Procedures",1.1455
364,3,3643,09,"Other Skin, Subcutaneous Tissue & Related Procedures",2.231
364,4,3644,09,"Other Skin, Subcutaneous Tissue & Related Procedures",4.6774
380,1,3801,09,Skin Ulcers,0.6189
380,2,3802,09,Skin Ulcers,0.7859
380,3,3803,09,Skin Ulcers,1.3095
380,4,3804,09,Skin Ulcers,3.4578
381,1,3811,09,Major Skin Disorders,0.5414
381,2,3812,09,Major Skin Disorders,0.7823
381,3,3813,09,Major Skin Disorders,1.3919
381,4,3814,09,Major Skin Disorders,4.027
382,1,3821,09,Malignant Breast Disorders,0.5692
382,2,3822,09,Malignant Breast Disorders,0.7354
382,3,3823,09,Malignant Breast Disorders,1.4962
382,4,3824,09,Malignant Breast Disorders,3.2104
383,1,3831,09,Cellulitis & Other Bacterial Skin Infections,0.484
383,2,3832,09,Cellulitis & Other Bacterial Skin Infections,0.6808
383,3,3833,09,Cellulitis & Other Bacterial Skin Infections,1.1808
383,4,3834,09,Cellulitis & Other Bacterial Skin Infections,3.0538
384,1,3841,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",0.374
384,2,3842,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",0.5511
384,3,3843,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",0.9505
384,4,3844,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",1.8904
385,1,3851,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.4429
385,2,3852,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.6031
385,3,3853,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.9196
385,4,3854,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",2.2481
401,1,4011,10,Pituitary & Adrenal Procedures,1.2084
401,2,4012,10,Pituitary & Adrenal Procedures,1.7979
401,3,4013,10,Pituitary & Adrenal Procedures,3.4192
401,4,4014,10,Pituitary & Adrenal Procedures,8.9363
403,1,4031,10,Procedures for Obesity,1.2017
403,2,4032,10,Procedures for Obesity,1.349
403,3,4033,10,Procedures for Obesity,2.4759
403,4,4034,10,Procedures for Obesity,7.1048
404,1,4041,10,"Thyroid, Parathyroid & Thyroglossal Procedures",0.6331
404,2,4042,10,"Thyroid, Parathyroid & Thyroglossal Procedures",0.8146
404,3,4043,10,"Thyroid, Parathyroid & Thyroglossal Procedures",2.6441
404,4,4044,10,"Thyroid, Parathyroid & Thyroglossal Procedures",2.9881
405,1,4051,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",0.996
405,2,4052,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",1.7074
405,3,4053,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",3.0385
405,4,4054,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",7.8774
420,1,4201,10,Diabetes,0.4243
420,2,4202,10,Diabetes,0.5913
420,3,4203,10,Diabetes,0.9294
420,4,4204,10,Diabetes,2.6767
421,1,4211,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",0.5879
421,2,4212,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",0.8366
421,3,4213,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",1.2751
421,4,4214,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",3.217
422,1,4221,10,Hypovolemia & Related Electrolyte Disorders,0.3447
422,2,4222,10,Hypovolemia & Related Electrolyte Disorders,0.5045
422,3,4223,10,Hypovolemia & Related Electrolyte Disorders,0.93
422,4,4224,10,Hypovolemia & Related Electrolyte Disorders,2.5751
423,1,4231,10,Inborn Errors of Metabolism,0.4627
423,2,4232,10,Inborn Errors of Metabolism,0.8039
423,3,4233,10,Inborn Errors of Metabolism,1.5805
423,4,4234,10,Inborn Errors of Metabolism,4.8351
424,1,4241,10,Other Endocrine Disorders,0.4731
424,2,4242,10,Other Endocrine Disorders,0.7465
424,3,4243,10,Other Endocrine Disorders,1.2907
424,4,4244,10,Other Endocrine Disorders,2.7083
425,1,4251,10,Electrolyte Disorders Except Hypovolemia Related,0.4086
425,2,4252,10,Electrolyte Disorders Except Hypovolemia Related,0.5797
425,3,4253,10,Electrolyte Disorders Except Hypovolemia Related,0.9988
425,4,4254,10,Electrolyte Disorders Except Hypovolemia Related,2.608
440,1,4401,11,Kidney Transplant,6.7966
440,2,4402,11,Kidney Transplant,6.9476
440,3,4403,11,Kidney Transplant,8.0449
440,4,4404,11,Kidney Transplant,11.8648
441,1,4411,11,Major Bladder Procedures,1.488
441,2,4412,11,Major Bladder Procedures,2.2954
441,3,4413,11,Major Bladder Procedures,3.314
441,4,4414,11,Major Bladder Procedures,7.7232
442,1,4421,11,Kidney & Urinary Tract Procedures for Malignancy,1.2739
442,2,4422,11,Kidney & Urinary Tract Procedures for Malignancy,1.5393
442,3,4423,11,Kidney & Urinary Tract Procedures for Malignancy,2.8196
442,4,4424,11,Kidney & Urinary Tract Procedures for Malignancy,6.4621
443,1,4431,11,Kidney & Urinary Tract Procedures for Nonmalignancy,1.0668
443,2,4432,11,Kidney & Urinary Tract Procedures for Nonmalignancy,1.1716
443,3,4433,11,Kidney & Urinary Tract Procedures for Nonmalignancy,2.3244
443,4,4434,11,Kidney & Urinary Tract Procedures for Nonmalignancy,5.9917
444,1,4441,11,Renal Dialysis Access Device Procedure Only,1.0086
444,2,4442,11,Renal Dialysis Access Device Procedure Only,1.5713
444,3,4443,11,Renal Dialysis Access Device Procedure Only,3.1837
444,4,4444,11,Renal Dialysis Access Device Procedure Only,6.3536
445,1,4451,11,Other Bladder Procedures,0.7461
445,2,4452,11,Other Bladder Procedures,1.2873
445,3,4453,11,Other Bladder Procedures,2.0079
445,4,4454,11,Other Bladder Procedures,2.6783
446,1,4461,11,Urethral & Transurethral Procedures,0.6359
446,2,4462,11,Urethral & Transurethral Procedures,0.7846
446,3,4463,11,Urethral & Transurethral Procedures,1.5491
446,4,4464,11,Urethral & Transurethral Procedures,4.0512
447,1,4471,11,"Other Kidney, Urinary Tract & Related Procedures",1.0862
447,2,4472,11,"Other Kidney, Urinary Tract & Related Procedures",1.3816
447,3,4473,11,"Other Kidney, Urinary Tract & Related Procedures",2.9085
447,4,4474,11,"Other Kidney, Urinary Tract & Related Procedures",7.0204
460,1,4601,11,Renal Failure,0.6389
460,2,4602,11,Renal Failure,0.7393
460,3,4603,11,Renal Failure,1.0329
460,4,4604,11,Renal Failure,3.0028
461,1,4611,11,Kidney & Urinary Tract Malignancy,0.5317
461,2,4612,11,Kidney & Urinary Tract Malignancy,0.8023
461,3,4613,11,Kidney & Urinary Tract Malignancy,1.3704
461,4,4614,11,Kidney & Urinary Tract Malignancy,3.1241
462,1,4621,11,Nephritis & Nephrosis,0.4929
462,2,4622,11,Nephritis & Nephrosis,0.6509
462,3,4623,11,Nephritis & Nephrosis,1.1908
462,4,4624,11,Nephritis & Nephrosis,1.32
463,1,4631,11,Kidney & Urinary Tract Infections,0.4802
463,2,4632,11,Kidney & Urinary Tract Infections,0.6077
463,3,4633,11,Kidney & Urinary Tract Infections,0.9588
463,4,4634,11,Kidney & Urinary Tract Infections,1.9772
465,1,4651,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.4094
465,2,4652,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.4966
465,3,4653,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.8957
465,4,4654,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,1.9349
466,1,4661,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",0.398
466,2,4662,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",0.6814
466,3,4663,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",1.2096
466,4,4664,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",2.6304
468,1,4681,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",0.4763
468,2,4682,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",0.6906
468,3,4683,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",1.1395
468,4,4684,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",2.7692
480,1,4801,12,Major Male Pelvic Procedures,1.0509
480,2,4802,12,Major Male Pelvic Procedures,1.217
480,3,4803,12,Major Male Pelvic Procedures,2.3606
480,4,4804,12,Major Male Pelvic Procedures,2.8461
481,1,4811,12,Penis Procedures,0.7861
481,2,4812,12,Penis Procedures,1.2844
481,3,4813,12,Penis Procedures,2.8422
481,4,4814,12,Penis Procedures,3.9958
482,1,4821,12,Transurethral Prostatectomy,0.5637
482,2,4822,12,Transurethral Prostatectomy,0.8565
482,3,4823,12,Transurethral Prostatectomy,2.3055
482,4,4824,12,Transurethral Prostatectomy,2.5554
483,1,4831,12,Testes & Scrotal Procedures,0.5858
483,2,4832,12,Testes & Scrotal Procedures,1.2428
483,3,4833,12,Testes & Scrotal Procedures,2.7971
483,4,4834,12,Testes & Scrotal Procedures,2.9635
484,1,4841,12,Other Male Reproductive System & Related Procedures,0.7287
484,2,4842,12,Other Male Reproductive System & Related Procedures,1.2513
484,3,4843,12,Other Male Reproductive System & Related Procedures,1.7982
484,4,4844,12,Other Male Reproductive System & Related Procedures,1.8678
500,1,5001,12,"Malignancy, Male Reproductive System",0.4832
500,2,5002,12,"Malignancy, Male Reproductive System",0.8888
500,3,5003,12,"Malignancy, Male Reproductive System",1.4186
500,4,5004,12,"Malignancy, Male Reproductive System",4.4129
501,1,5011,12,Male Reproductive System Diagnoses Except Malignancy,0.4414
501,2,5012,12,Male Reproductive System Diagnoses Except Malignancy,0.6196
501,3,5013,12,Male Reproductive System Diagnoses Except Malignancy,1.0074
501,4,5014,12,Male Reproductive System Diagnoses Except Malignancy,2.2936
510,1,5101,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",1.265
510,2,5102,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",1.5729
510,3,5103,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",2.8967
510,4,5104,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",5.4565
511,1,5111,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,1.2112
511,2,5112,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,1.5079
511,3,5113,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,2.6155
511,4,5114,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,5.7887
512,1,5121,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,1.0572
512,2,5122,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,1.3269
512,3,5123,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,2.523
512,4,5124,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,5.1828
513,1,5131,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,0.8145
513,2,5132,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,0.9908
513,3,5133,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,1.785
513,4,5134,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,4.6761
514,1,5141,13,Female Reproductive System Reconstructive Procedures,0.7018
514,2,5142,13,Female Reproductive System Reconstructive Procedures,0.935
514,3,5143,13,Female Reproductive System Reconstructive Procedures,0.9451
514,4,5144,13,Female Reproductive System Reconstructive Procedures,1.8831709000302452
517,1,5171,13,Dilation & Curettage For Non-Obstetric Procedures,0.5714
517,2,5172,13,Dilation & Curettage For Non-Obstetric Procedures,0.7834
517,3,5173,13,Dilation & Curettage For Non-Obstetric Procedures,1.7339
517,4,5174,13,Dilation & Curettage For Non-Obstetric Procedures,1.8494
518,1,5181,13,Other Female Reproductive System & Related Procedures,0.6805
518,2,5182,13,Other Female Reproductive System & Related Procedures,1.011
518,3,5183,13,Other Female Reproductive System & Related Procedures,2.3041
518,4,5184,13,Other Female Reproductive System & Related Procedures,5.418
519,1,5191,13,Uterine & Adnexa Procedures For Leiomyoma,0.8121
519,2,5192,13,Uterine & Adnexa Procedures For Leiomyoma,1.0117
519,3,5193,13,Uterine & Adnexa Procedures For Leiomyoma,2.1744
519,4,5194,13,Uterine & Adnexa Procedures For Leiomyoma,3.944
530,1,5301,13,Female Reproductive System Malignancy,0.5786
530,2,5302,13,Female Reproductive System Malignancy,0.7324
530,3,5303,13,Female Reproductive System Malignancy,1.4882
530,4,5304,13,Female Reproductive System Malignancy,2.7552
531,1,5311,13,Female Reproductive System Infections,0.4914
