APR-DRG,SEVERITY,DRG_CODE,MDC,DESCRIPTION,WEIGHT
228,3,2283,06,"Inguinal, Femoral & Umbilical Hernia Procedures",1.6444
228,4,2284,06,"Inguinal, Femoral & Umbilical Hernia Procedures",5.0223
229,1,2291,06,Other Digestive System & Abdominal Procedures,1.0811
229,2,2292,06,Other Digestive System & Abdominal Procedures,1.7086
229,3,2293,06,Other Digestive System & Abdominal Procedures,3.0346
229,4,2294,06,Other Digestive System & Abdominal Procedures,5.8287
240,1,2401,06,Digestive Malignancy,0.6636
240,2,2402,06,Digestive Malignancy,1.0041
240,3,2403,06,Digestive Malignancy,1.8837
240,4,2404,06,Digestive Malignancy,3.8031
241,1,2411,06,Peptic Ulcer & Gastritis,0.5384
241,2,2412,06,Peptic Ulcer & Gastritis,0.7955
241,3,2413,06,Peptic Ulcer & Gastritis,1.2894
241,4,2414,06,Peptic Ulcer & Gastritis,3.2489
242,1,2421,06,Major Esophageal Disorders,0.5686
242,2,2422,06,Major Esophageal Disorders,0.8578
242,3,2423,06,Major Esophageal Disorders,1.3959
242,4,2424,06,Major Esophageal Disorders,3.4639
243,1,2431,06,Other Esophageal Disorders,0.4497
243,2,2432,06,Other Esophageal Disorders,0.6359
243,3,2433,06,Other Esophageal Disorders,1.1012
243,4,2434,06,Other Esophageal Disorders,2.8045
244,1,2441,06,Diverticulitis & Diverticulosis,0.5672
244,2,2442,06,Diverticulitis & Diverticulosis,0.75
244,3,2443,06,Diverticulitis & Diverticulosis,1.1965
244,4,2444,06,Diverticulitis & Diverticulosis,2.8811
245,1,2451,06,Inflammatory Bowel Disease,0.6711
245,2,2452,06,Inflammatory Bowel Disease,0.8456
245,3,2453,06,Inflammatory Bowel Disease,1.3954
245,4,2454,06,Inflammatory Bowel Disease,2.6422
246,1,2461,06,Gastrointestinal Vascular Insufficiency,0.6838
246,2,2462,06,Gastrointestinal Vascular Insufficiency,0.8743
246,3,2463,06,Gastrointestinal Vascular Insufficiency,1.5002
246,4,2464,06,Gastrointestinal Vascular Insufficiency,3.6483
247,1,2471,06,Intestinal Obstruction,0.5268
247,2,2472,06,Intestinal Obstruction,0.7171
247,3,2473,06,Intestinal Obstruction,1.2164
247,4,2474,06,Intestinal Obstruction,3.0997
248,1,2481,06,Major Gastrointestinal & Peritoneal Infections,0.6117
248,2,2482,06,Major Gastrointestinal & Peritoneal Infections,0.9086
248,3,2483,06,Major Gastrointestinal & Peritoneal Infections,1.4964
248,4,2484,06,Major Gastrointestinal & Peritoneal Infections,3.2829
249,1,2491,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting ",0.3878
249,2,2492,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting ",0.5193
249,3,2493,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting ",0.8076
249,4,2494,06,"Non-Bacterial Gastroenteritis, Nausea & Vomiting ",1.7956
251,1,2511,06,Abdominal Pain,0.4245
251,2,2512,06,Abdominal Pain,0.5916
251,3,2513,06,Abdominal Pain,0.8675
251,4,2514,06,Abdominal Pain,1.5957
252,1,2521,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",0.5704
252,2,2522,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",0.7886
252,3,2523,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",1.3322
252,4,2524,06,"Malfunction, Reaction & Complication Of G.I. Device Or Procedure",2.8127
253,1,2531,06,Other & Unspecified Gastrointestinal Hemorrhage,0.5881
253,2,2532,06,Other & Unspecified Gastrointestinal Hemorrhage,0.8258
253,3,2533,06,Other & Unspecified Gastrointestinal Hemorrhage,1.3059
253,4,2534,06,Other & Unspecified Gastrointestinal Hemorrhage,2.7512
254,1,2541,06,Other Digestive System Diagnoses,0.4923
254,2,2542,06,Other Digestive System Diagnoses,0.7548
254,3,2543,06,Other Digestive System Diagnoses,1.2018
254,4,2544,06,Other Digestive System Diagnoses,2.8788
260,1,2601,07,"Major Pancreas, Liver & Shunt Procedures",1.5795
260,2,2602,07,"Major Pancreas, Liver & Shunt Procedures",2.0903
260,3,2603,07,"Major Pancreas, Liver & Shunt Procedures",3.8635
260,4,2604,07,"Major Pancreas, Liver & Shunt Procedures",8.7066
261,1,2611,07,Major Biliary Tract Procedures,1.4814
261,2,2612,07,Major Biliary Tract Procedures,2.0974
261,3,2613,07,Major Biliary Tract Procedures,3.642
261,4,2614,07,Major Biliary Tract Procedures,7.4178
262,1,2621,07,Cholecystectomy Except Laparoscopic,1.358
262,2,2622,07,Cholecystectomy Except Laparoscopic,1.7338
262,3,2623,07,Cholecystectomy Except Laparoscopic,2.6797
262,4,2624,07,Cholecystectomy Except Laparoscopic,5.5309
263,1,2631,07,Laparoscopic Cholecystectomy,0.909
263,2,2632,07,Laparoscopic Cholecystectomy,1.2482
263,3,2633,07,Laparoscopic Cholecystectomy,1.8572
263,4,2634,07,Laparoscopic Cholecystectomy,4.6391
264,1,2641,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",1.3907
264,2,2642,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",1.8639
264,3,2643,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",3.0535
264,4,2644,07,"Other Hepatobiliary, Pancreas & Abdominal Procedures",7.118
279,1,2791,07,Hepatic Coma & Other Major Acute Liver Disorders,0.6454
279,2,2792,07,Hepatic Coma & Other Major Acute Liver Disorders,0.8528
279,3,2793,07,Hepatic Coma & Other Major Acute Liver Disorders,1.5175
279,4,2794,07,Hepatic Coma & Other Major Acute Liver Disorders,3.7106
280,1,2801,07,Alcoholic Liver Disease,0.672
280,2,2802,07,Alcoholic Liver Disease,0.8219
280,3,2803,07,Alcoholic Liver Disease,1.3928
280,4,2804,07,Alcoholic Liver Disease,3.6849
281,1,2811,07,Malignancy of Hepatobiliary System & Pancreas,0.6463
281,2,2812,07,Malignancy of Hepatobiliary System & Pancreas,1.0172
281,3,2813,07,Malignancy of Hepatobiliary System & Pancreas,1.5843
281,4,2814,07,Malignancy of Hepatobiliary System & Pancreas,2.9103
282,1,2821,07,Disorders of Pancreas Except Malignancy,0.6366
282,2,2822,07,Disorders of Pancreas Except Malignancy,0.8404
282,3,2823,07,Disorders of Pancreas Except Malignancy,1.4642
282,4,2824,07,Disorders of Pancreas Except Malignancy,3.8293
283,1,2831,07,Other Disorders Of The Liver,0.4838
283,2,2832,07,Other Disorders Of The Liver,0.8104
283,3,2833,07,Other Disorders Of The Liver,1.3299
283,4,2834,07,Other Disorders Of The Liver,3.2762
284,1,2841,07,Disorders of the Gallbladder & Biliary Tract,0.5873
284,2,2842,07,Disorders of the Gallbladder & Biliary Tract,0.8484
284,3,2843,07,Disorders of the Gallbladder & Biliary Tract,1.3826
284,4,2844,07,Disorders of the Gallbladder & Biliary Tract,2.8664
301,1,3011,08,Hip Joint Replacement,2.2178
301,2,3012,08,Hip Joint Replacement,2.3252
301,3,3013,08,Hip Joint Replacement,2.9276
301,4,3014,08,Hip Joint Replacement,5.3475
302,1,3021,08,Knee Joint Replacement,2.0467
302,2,3022,08,Knee Joint Replacement,2.281
302,3,3023,08,Knee Joint Replacement,2.8682
302,4,3024,08,Knee Joint Replacement,5.7638
303,1,3031,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,4.7015
303,2,3032,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,5.2892
303,3,3033,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,7.2449
303,4,3034,08,Dorsal & Lumbar Fusion Proc for Curvature of Back,11.9113
304,1,3041,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,3.1945
304,2,3042,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,3.7215
304,3,3043,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,5.7644
304,4,3044,08,Dorsal & Lumbar Fusion Proc Except for Curvature of Back,10.4132
305,1,3051,08,Amputation of Lower Limb Except Toes,1.3626
305,2,3052,08,Amputation of Lower Limb Except Toes,2.0896
305,3,3053,08,Amputation of Lower Limb Except Toes,3.222
305,4,3054,08,Amputation of Lower Limb Except Toes,6.35
308,1,3081,08,Hip & Femur Procedures for Trauma Except Joint Replacement,1.2755
308,2,3082,08,Hip & Femur Procedures for Trauma Except Joint Replacement,1.6996
308,3,3083,08,Hip & Femur Procedures for Trauma Except Joint Replacement,2.5872
308,4,3084,08,Hip & Femur Procedures for Trauma Except Joint Replacement,5.0176
309,1,3091,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,1.168
309,2,3092,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,1.7478
309,3,3093,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,3.3537
309,4,3094,08,Hip & Femur Procedures for Non-Trauma Except Joint Replacement,8.0504
310,1,3101,08,Intervertebral Disc Excision & Decompression,0.7894
310,2,3102,08,Intervertebral Disc Excision & Decompression,1.1196
310,3,3103,08,Intervertebral Disc Excision & Decompression,2.21
310,4,3104,08,Intervertebral Disc Excision & Decompression,6.5444
312,1,3121,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",1.2594
312,2,3122,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",2.2412
312,3,3123,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",4.9096
312,4,3124,08,"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",13.8508
313,1,3131,08,Knee & Lower Leg Procedures Except Foot,1.058
313,2,3132,08,Knee & Lower Leg Procedures Except Foot,1.5704
313,3,3133,08,Knee & Lower Leg Procedures Except Foot,2.816
313,4,3134,08,Knee & Lower Leg Procedures Except Foot,6.8924
314,1,3141,08,Foot & Toe Procedures,1.0185
314,2,3142,08,Foot & Toe Procedures,1.3313
314,3,3143,08,Foot & Toe Procedures,2.0936
314,4,3144,08,Foot & Toe Procedures,4.3034
315,1,3151,08,"Shoulder, Upper Arm & Forearm Procedures",0.8258
315,2,3152,08,"Shoulder, Upper Arm & Forearm Procedures",1.3403
315,3,3153,08,"Shoulder, Upper Arm & Forearm Procedures",2.5172
315,4,3154,08,"Shoulder, Upper Arm & Forearm Procedures",6.4159
316,1,3161,08,Hand & Wrist Procedures,0.7105
316,2,3162,08,Hand & Wrist Procedures,1.0635
316,3,3163,08,Hand & Wrist Procedures,2.2568
316,4,3164,08,Hand & Wrist Procedures,2.6856
317,1,3171,08,"Tendon, Muscle & Other Soft Tissue Procedures",0.8347
317,2,3172,08,"Tendon, Muscle & Other Soft Tissue Procedures",1.4735
317,3,3173,08,"Tendon, Muscle & Other Soft Tissue Procedures",2.7259
317,4,3174,08,"Tendon, Muscle & Other Soft Tissue Procedures",7.1291
320,1,3201,08,Other Musculoskeletel System & Connective Tissue Procedures,0.9146
320,2,3202,08,Other Musculoskeletel System & Connective Tissue Procedures,1.6037
320,3,3203,08,Other Musculoskeletel System & Connective Tissue Procedures,2.6545
320,4,3204,08,Other Musculoskeletel System & Connective Tissue Procedures,7.1183
321,1,3211,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,1.6906
321,2,3212,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,2.2152
321,3,3213,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,4.5445
321,4,3214,08,Cervical Spinal Fusion & Other Back/Neck Proc Exc Disc Excis/Decomp,8.1269
340,1,3401,08,Fractures of Femur,0.6208
340,2,3402,08,Fractures of Femur,0.8074
340,3,3403,08,Fractures of Femur,1.3481
340,4,3404,08,Fractures of Femur,2.5542
341,1,3411,08,Fracture of Pelvis or Dislocation of Hip,0.5516
341,2,3412,08,Fracture of Pelvis or Dislocation of Hip,0.7643
341,3,3413,08,Fracture of Pelvis or Dislocation of Hip,1.0643
341,4,3414,08,Fracture of Pelvis or Dislocation of Hip,1.1822
342,1,3421,08,"Fracture or Dislocation Except Femur, Pelvis & Back",0.4376
342,2,3422,08,"Fracture or Dislocation Except Femur, Pelvis & Back",0.6985
342,3,3423,08,"Fracture or Dislocation Except Femur, Pelvis & Back",1.2022
342,4,3424,08,"Fracture or Dislocation Except Femur, Pelvis & Back",2.5807
343,1,3431,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,0.771
343,2,3432,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,1.0442
343,3,3433,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,2.0415
343,4,3434,08,Musculoskeletal Malignancy & Pathol Fractures D/T Muscskel Malig,4.2433
344,1,3441,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",0.8405
344,2,3442,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",1.2623
344,3,3443,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",1.9466
344,4,3444,08,"Osteomyelitis, Septic Arthritis & Other Musculoskeletal Infections",4.12
346,1,3461,08,Connective Tissue Disorders,0.7069
346,2,3462,08,Connective Tissue Disorders,0.9442
346,3,3463,08,Connective Tissue Disorders,1.6279
346,4,3464,08,Connective Tissue Disorders,4.4865
347,1,3471,08,"Other Back & Neck Disorders, Fractures & Injuries",0.5642
347,2,3472,08,"Other Back & Neck Disorders, Fractures & Injuries",0.7882
347,3,3473,08,"Other Back & Neck Disorders, Fractures & Injuries",1.3327
347,4,3474,08,"Other Back & Neck Disorders, Fractures & Injuries",3.1434
349,1,3491,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",0.5407
349,2,3492,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",0.9092
349,3,3493,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",1.4787
349,4,3494,08,"Malfunction, Reaction & Comp of Orthopedic Device or Procedure",2.8444
351,1,3511,08,Other Musculoskeletal System & Connective Tissue Diagnoses,0.4632
351,2,3512,08,Other Musculoskeletal System & Connective Tissue Diagnoses,0.6468
351,3,3513,08,Other Musculoskeletal System & Connective Tissue Diagnoses,1.0899
351,4,3514,08,Other Musculoskeletal System & Connective Tissue Diagnoses,2.82
361,1,3611,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,1.3157
361,2,3612,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,1.9725
361,3,3613,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,3.8814
361,4,3614,09,Skin Graft for Skin & Subcutaneous Tissue Diagnoses,9.2022
362,1,3621,09,Mastectomy Procedures,1.1353
362,2,3622,09,Mastectomy Procedures,1.6463
362,3,3623,09,Mastectomy Procedures,2.0814
362,4,3624,09,Mastectomy Procedures,2.73
363,1,3631,09,Breast Procedures Except Mastectomy,0.8378
363,2,3632,09,Breast Procedures Except Mastectomy,1.3987
363,3,3633,09,Breast Procedures Except Mastectomy,2.524
363,4,3634,09,Breast Procedures Except Mastectomy,2.6243
364,1,3641,09,"Other Skin, Subcutaneous Tissue & Related Procedures",0.7932
364,2,3642,09,"Other Skin, Subcutaneous Tissue & Related Procedures",1.2825
364,3,3643,09,"Other Skin, Subcutaneous Tissue & Related Procedures",2.5748
364,4,3644,09,"Other Skin, Subcutaneous Tissue & Related Procedures",5.3985
380,1,3801,09,Skin Ulcers,0.7239
380,2,3802,09,Skin Ulcers,0.9262
380,3,3803,09,Skin Ulcers,1.4325
380,4,3804,09,Skin Ulcers,3.1851
381,1,3811,09,Major Skin Disorders,0.5484
381,2,3812,09,Major Skin Disorders,0.8386
381,3,3813,09,Major Skin Disorders,1.4445
381,4,3814,09,Major Skin Disorders,4.3496
382,1,3821,09,Malignant Breast Disorders,0.4246
382,2,3822,09,Malignant Breast Disorders,0.8335
382,3,3823,09,Malignant Breast Disorders,1.6519
382,4,3824,09,Malignant Breast Disorders,2.923
383,1,3831,09,Cellulitis & Other Bacterial Skin Infections,0.5163
383,2,3832,09,Cellulitis & Other Bacterial Skin Infections,0.7418
383,3,3833,09,Cellulitis & Other Bacterial Skin Infections,1.2169
383,4,3834,09,Cellulitis & Other Bacterial Skin Infections,3.1081
384,1,3841,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",0.405
384,2,3842,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",0.5912
384,3,3843,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",1.0714
384,4,3844,09,"Contusion, Open Wound & Other Trauma To Skin & Subcutaneous Tissue",1.1327
385,1,3851,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.4574
385,2,3852,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.6421
385,3,3853,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",0.9912
385,4,3854,09,"Other Skin, Subcutaneous Tissue & Breast Disorders",2.8535
401,1,4011,10,Pituitary & Adrenal Procedures,1.2735
401,2,4012,10,Pituitary & Adrenal Procedures,1.8901
401,3,4013,10,Pituitary & Adrenal Procedures,3.7362
401,4,4014,10,Pituitary & Adrenal Procedures,7.1531
403,1,4031,10,Procedures for Obesity,1.312
403,2,4032,10,Procedures for Obesity,1.3971
403,3,4033,10,Procedures for Obesity,2.0105
403,4,4034,10,Procedures for Obesity,7.559
404,1,4041,10,"Thyroid, Parathyroid & Thyroglossal Procedures",0.683
404,2,4042,10,"Thyroid, Parathyroid & Thyroglossal Procedures",0.8898
404,3,4043,10,"Thyroid, Parathyroid & Thyroglossal Procedures",2.3524
404,4,4044,10,"Thyroid, Parathyroid & Thyroglossal Procedures",2.8818
405,1,4051,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",1.134
405,2,4052,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",1.8092
405,3,4053,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",3.0428
405,4,4054,10,"Other Procedures for Endocrine, Nutrititional & Metabolic Disorders",9.6296
420,1,4201,10,Diabetes,0.4641
420,2,4202,10,Diabetes,0.6484
420,3,4203,10,Diabetes,0.9921
420,4,4204,10,Diabetes,2.412
421,1,4211,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",0.5648
421,2,4212,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",0.8478
421,3,4213,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",1.3796
421,4,4214,10,"Malnutrition, Failure To Thrive & Other Nutritional Disorders",3.5447
422,1,4221,10,Hypovolemia & Related Electrolyte Disorders,0.3587
422,2,4222,10,Hypovolemia & Related Electrolyte Disorders,0.5684
422,3,4223,10,Hypovolemia & Related Electrolyte Disorders,1.0154
422,4,4224,10,Hypovolemia & Related Electrolyte Disorders,2.9168
423,1,4231,10,Inborn Errors of Metabolism,0.5108
423,2,4232,10,Inborn Errors of Metabolism,0.7973
423,3,4233,10,Inborn Errors of Metabolism,1.4873
423,4,4234,10,Inborn Errors of Metabolism,4.6844
424,1,4241,10,Other Endocrine Disorders,0.4971
424,2,4242,10,Other Endocrine Disorders,0.7805
424,3,4243,10,Other Endocrine Disorders,1.311
424,4,4244,10,Other Endocrine Disorders,3.0134
425,1,4251,10,Electrolyte Disorders Except Hypovolemia Related,0.4543
425,2,4252,10,Electrolyte Disorders Except Hypovolemia Related,0.6152
425,3,4253,10,Electrolyte Disorders Except Hypovolemia Related,0.9705
425,4,4254,10,Electrolyte Disorders Except Hypovolemia Related,2.4099
440,1,4401,11,Kidney Transplant,5.2732
440,2,4402,11,Kidney Transplant,5.6187
440,3,4403,11,Kidney Transplant,6.5804
440,4,4404,11,Kidney Transplant,10.3001
441,1,4411,11,Major Bladder Procedures,1.4458
441,2,4412,11,Major Bladder Procedures,2.417
441,3,4413,11,Major Bladder Procedures,3.4271
441,4,4414,11,Major Bladder Procedures,8.8246
442,1,4421,11,Kidney & Urinary Tract Procedures for Malignancy,1.3173
442,2,4422,11,Kidney & Urinary Tract Procedures for Malignancy,1.5831
442,3,4423,11,Kidney & Urinary Tract Procedures for Malignancy,2.7543
442,4,4424,11,Kidney & Urinary Tract Procedures for Malignancy,5.8565
443,1,4431,11,Kidney & Urinary Tract Procedures for Nonmalignancy,1.0985
443,2,4432,11,Kidney & Urinary Tract Procedures for Nonmalignancy,1.2731
443,3,4433,11,Kidney & Urinary Tract Procedures for Nonmalignancy,2.5522
443,4,4434,11,Kidney & Urinary Tract Procedures for Nonmalignancy,6.5117
444,1,4441,11,Renal Dialysis Access Device Procedure Only,1.0309
444,2,4442,11,Renal Dialysis Access Device Procedure Only,1.5907
444,3,4443,11,Renal Dialysis Access Device Procedure Only,3.2283
444,4,4444,11,Renal Dialysis Access Device Procedure Only,8.1403
445,1,4451,11,Other Bladder Procedures,0.7822
445,2,4452,11,Other Bladder Procedures,1.3111
445,3,4453,11,Other Bladder Procedures,1.8717
445,4,4454,11,Other Bladder Procedures,2.2704
446,1,4461,11,Urethral & Transurethral Procedures,0.6892
446,2,4462,11,Urethral & Transurethral Procedures,0.8288
446,3,4463,11,Urethral & Transurethral Procedures,1.6661
446,4,4464,11,Urethral & Transurethral Procedures,3.2427
447,1,4471,11,"Other Kidney, Urinary Tract & Related Procedures",1.1357
447,2,4472,11,"Other Kidney, Urinary Tract & Related Procedures",1.4986
447,3,4473,11,"Other Kidney, Urinary Tract & Related Procedures",2.632
447,4,4474,11,"Other Kidney, Urinary Tract & Related Procedures",7.7583
460,1,4601,11,Renal Failure,0.6221
460,2,4602,11,Renal Failure,0.8078
460,3,4603,11,Renal Failure,1.2293
460,4,4604,11,Renal Failure,3.8219
461,1,4611,11,Kidney & Urinary Tract Malignancy,0.4281
461,2,4612,11,Kidney & Urinary Tract Malignancy,0.822
461,3,4613,11,Kidney & Urinary Tract Malignancy,1.6813
461,4,4614,11,Kidney & Urinary Tract Malignancy,3.0737
462,1,4621,11,Nephritis & Nephrosis,0.488
462,2,4622,11,Nephritis & Nephrosis,0.6932
462,3,4623,11,Nephritis & Nephrosis,1.1795
462,4,4624,11,Nephritis & Nephrosis,3.4683
463,1,4631,11,Kidney & Urinary Tract Infections,0.5188
463,2,4632,11,Kidney & Urinary Tract Infections,0.6632
463,3,4633,11,Kidney & Urinary Tract Infections,1.0295
463,4,4634,11,Kidney & Urinary Tract Infections,2.0542
465,1,4651,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.4339
465,2,4652,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.5314
465,3,4653,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,0.8992
465,4,4654,11,Urinary Stones & Acquired Upper Urinary Tract Obstruction,2.2344
466,1,4661,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",0.4597
466,2,4662,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",0.6847
466,3,4663,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",1.1705
466,4,4664,11,"Malfunction, Reaction & Complic of Genitourinary Device Or Proc",2.5003
468,1,4681,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",0.5041
468,2,4682,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",0.7716
468,3,4683,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",1.2579
468,4,4684,11,"Other Kidney & Urinary Tract Diagnoses, Signs & Symptoms",3.5091
480,1,4801,12,Major Male Pelvic Procedures,1.1312
480,2,4802,12,Major Male Pelvic Procedures,1.2641
480,3,4803,12,Major Male Pelvic Procedures,2.1648
480,4,4804,12,Major Male Pelvic Procedures,2.4242
481,1,4811,12,Penis Procedures,0.7927
481,2,4812,12,Penis Procedures,1.3864
481,3,4813,12,Penis Procedures,2.8172
481,4,4814,12,Penis Procedures,3.9509
482,1,4821,12,Transurethral Prostatectomy,0.6122
482,2,4822,12,Transurethral Prostatectomy,0.7931
482,3,4823,12,Transurethral Prostatectomy,1.6861
482,4,4824,12,Transurethral Prostatectomy,1.8632
483,1,4831,12,Testes & Scrotal Procedures,0.6051
483,2,4832,12,Testes & Scrotal Procedures,1.2302
483,3,4833,12,Testes & Scrotal Procedures,2.9229
483,4,4834,12,Testes & Scrotal Procedures,5.1744
484,1,4841,12,Other Male Reproductive System & Related Procedures,0.8742
484,2,4842,12,Other Male Reproductive System & Related Procedures,1.1361
484,3,4843,12,Other Male Reproductive System & Related Procedures,1.745
484,4,4844,12,Other Male Reproductive System & Related Procedures,1.9697
500,1,5001,12,"Malignancy, Male Reproductive System",0.4902
500,2,5002,12,"Malignancy, Male Reproductive System",1.0989
500,3,5003,12,"Malignancy, Male Reproductive System",1.4438
500,4,5004,12,"Malignancy, Male Reproductive System",1.5841
501,1,5011,12,Male Reproductive System Diagnoses Except Malignancy,0.4832
501,2,5012,12,Male Reproductive System Diagnoses Except Malignancy,0.6748
501,3,5013,12,Male Reproductive System Diagnoses Except Malignancy,1.0386
501,4,5014,12,Male Reproductive System Diagnoses Except Malignancy,2.0461
510,1,5101,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",1.2746
510,2,5102,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",1.5294
510,3,5103,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",3.0692
510,4,5104,13,"Pelvic Evisceration, Radical Hysterectectomy & Radical GYN Procs",8.5881
511,1,5111,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,1.2164
511,2,5112,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,1.6257
511,3,5113,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,2.8549
511,4,5114,13,Uterine & Adnexa Procedures for Ovarian & Adnexal Malignancy,6.3014
512,1,5121,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,1.0416
512,2,5122,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,1.2414
512,3,5123,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,2.4299
512,4,5124,13,Uterine & Adnexa Procedures for Non-ovarian & Non-adnexal Malig,6.1997
513,1,5131,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,0.8178
513,2,5132,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,0.988
513,3,5133,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,1.8373
513,4,5134,13,Uterine & Adnexa Procedures for Non-Malignancy Except Leiomyoma,4.3518
514,1,5141,13,Female Reproductive System Reconstructive Procedures,0.6818
514,2,5142,13,Female Reproductive System Reconstructive Procedures,0.9144
514,3,5143,13,Female Reproductive System Reconstructive Procedures,1.1676
514,4,5144,13,Female Reproductive System Reconstructive Procedures,1.3402
517,1,5171,13,Dilation & Curettage For Non-Obstetric Procedures,0.6054
517,2,5172,13,Dilation & Curettage For Non-Obstetric Procedures,0.8077
517,3,5173,13,Dilation & Curettage For Non-Obstetric Procedures,1.7106
517,4,5174,13,Dilation & Curettage For Non-Obstetric Procedures,1.9408
518,1,5181,13,Other Female Reproductive System & Related Procedures,0.7352
518,2,5182,13,Other Female Reproductive System & Related Procedures,1.0562
518,3,5183,13,Other Female Reproductive System & Related Procedures,2.459
518,4,5184,13,Other Female Reproductive System & Related Procedures,5.9649
519,1,5191,13,Uterine & Adnexa Procedures For Leiomyoma,0.8421
519,2,5192,13,Uterine & Adnexa Procedures For Leiomyoma,1.0333
519,3,5193,13,Uterine & Adnexa Procedures For Leiomyoma,2.0576
519,4,5194,13,Uterine & Adnexa Procedures For Leiomyoma,4.8402
530,1,5301,13,Female Reproductive System Malignancy,0.5003
530,2,5302,13,Female Reproductive System Malignancy,0.8689
530,3,5303,13,Female Reproductive System Malignancy,1.6751
530,4,5304,13,Female Reproductive System Malignancy,3.5121
531,1,5311,13,Female Reproductive System Infections,0.5517
